Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-4B 1phi 3"
Duration Time,60.034
Ambient Temperature,"91.5"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"670789"
Raw Accumulated Counts,"694352"
Valid Count Last Packet,"10575"
Raw Count Last Packet,"10929"
Live Time,58.401993
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7981
Number of Channels,2048
Vacuum,764
Channel#,Intensity
0,"1728"
1,"1434"
2,"932"
3,"519"
4,"201"
5,"73"
6,"17"
7,"4"
8,"3"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"6"
22,"26"
23,"101"
24,"182"
25,"205"
26,"200"
27,"207"
28,"216"
29,"187"
30,"177"
31,"166"
32,"169"
33,"147"
34,"164"
35,"137"
36,"147"
37,"158"
38,"164"
39,"151"
40,"139"
41,"164"
42,"169"
43,"170"
44,"152"
45,"167"
46,"180"
47,"168"
48,"151"
49,"137"
50,"148"
51,"149"
52,"154"
53,"144"
54,"141"
55,"155"
56,"141"
57,"137"
58,"148"
59,"140"
60,"137"
61,"152"
62,"154"
63,"129"
64,"124"
65,"121"
66,"122"
67,"109"
68,"146"
69,"128"
70,"141"
71,"161"
72,"209"
73,"218"
74,"238"
75,"229"
76,"218"
77,"198"
78,"203"
79,"181"
80,"220"
81,"267"
82,"471"
83,"759"
84,"1000"
85,"1313"
86,"1418"
87,"1337"
88,"1143"
89,"827"
90,"584"
91,"392"
92,"261"
93,"198"
94,"160"
95,"143"
96,"141"
97,"127"
98,"129"
99,"133"
100,"116"
101,"116"
102,"128"
103,"114"
104,"112"
105,"122"
106,"132"
107,"121"
108,"118"
109,"143"
110,"163"
111,"153"
112,"167"
113,"219"
114,"251"
115,"228"
116,"215"
117,"203"
118,"172"
119,"218"
120,"210"
121,"168"
122,"176"
123,"190"
124,"214"
125,"229"
126,"299"
127,"342"
128,"515"
129,"794"
130,"1020"
131,"1407"
132,"1724"
133,"1900"
134,"1958"
135,"1896"
136,"1592"
137,"1436"
138,"1388"
139,"1323"
140,"1398"
141,"1418"
142,"1452"
143,"1518"
144,"1600"
145,"1698"
146,"1747"
147,"1807"
148,"1570"
149,"1207"
150,"887"
151,"699"
152,"448"
153,"354"
154,"343"
155,"367"
156,"360"
157,"470"
158,"609"
159,"918"
160,"1316"
161,"1971"
162,"2804"
163,"3316"
164,"3718"
165,"3619"
166,"3203"
167,"2368"
168,"1659"
169,"1049"
170,"601"
171,"443"
172,"330"
173,"300"
174,"385"
175,"481"
176,"561"
177,"703"
178,"753"
179,"775"
180,"802"
181,"801"
182,"740"
183,"717"
184,"568"
185,"482"
186,"385"
187,"318"
188,"195"
189,"227"
190,"201"
191,"200"
192,"184"
193,"196"
194,"193"
195,"210"
196,"212"
197,"213"
198,"226"
199,"250"
200,"256"
201,"224"
202,"209"
203,"199"
204,"229"
205,"198"
206,"208"
207,"210"
208,"202"
209,"182"
210,"214"
211,"235"
212,"215"
213,"207"
214,"212"
215,"230"
216,"239"
217,"242"
218,"289"
219,"306"
220,"349"
221,"389"
222,"392"
223,"399"
224,"432"
225,"375"
226,"351"
227,"328"
228,"310"
229,"269"
230,"256"
231,"256"
232,"222"
233,"254"
234,"273"
235,"242"
236,"255"
237,"261"
238,"293"
239,"294"
240,"303"
241,"308"
242,"308"
243,"307"
244,"301"
245,"281"
246,"311"
247,"271"
248,"277"
249,"301"
250,"264"
251,"295"
252,"296"
253,"307"
254,"292"
255,"273"
256,"317"
257,"317"
258,"302"
259,"355"
260,"328"
261,"355"
262,"396"
263,"365"
264,"389"
265,"416"
266,"411"
267,"438"
268,"445"
269,"429"
270,"485"
271,"494"
272,"503"
273,"501"
274,"463"
275,"482"
276,"485"
277,"444"
278,"383"
279,"414"
280,"396"
281,"367"
282,"391"
283,"403"
284,"392"
285,"367"
286,"366"
287,"354"
288,"410"
289,"444"
290,"436"
291,"422"
292,"434"
293,"437"
294,"410"
295,"430"
296,"427"
297,"395"
298,"364"
299,"402"
300,"406"
301,"411"
302,"399"
303,"406"
304,"444"
305,"475"
306,"505"
307,"452"
308,"541"
309,"576"
310,"659"
311,"832"
312,"1100"
313,"1368"
314,"1862"
315,"2153"
316,"2612"
317,"2782"
318,"2710"
319,"2494"
320,"2166"
321,"1807"
322,"1284"
323,"993"
324,"787"
325,"614"
326,"485"
327,"514"
328,"488"
329,"473"
330,"491"
331,"467"
332,"478"
333,"437"
334,"467"
335,"480"
336,"488"
337,"481"
338,"451"
339,"453"
340,"459"
341,"476"
342,"510"
343,"563"
344,"585"
345,"610"
346,"625"
347,"715"
348,"726"
349,"805"
350,"771"
351,"848"
352,"744"
353,"735"
354,"757"
355,"709"
356,"698"
357,"679"
358,"730"
359,"761"
360,"809"
361,"837"
362,"904"
363,"956"
364,"987"
365,"1032"
366,"1124"
367,"1182"
368,"1317"
369,"1360"
370,"1455"
371,"1380"
372,"1343"
373,"1185"
374,"1011"
375,"856"
376,"763"
377,"662"
378,"629"
379,"564"
380,"527"
381,"556"
382,"450"
383,"436"
384,"524"
385,"553"
386,"516"
387,"541"
388,"504"
389,"469"
390,"497"
391,"529"
392,"537"
393,"529"
394,"557"
395,"616"
396,"613"
397,"683"
398,"712"
399,"670"
400,"746"
401,"641"
402,"692"
403,"636"
404,"554"
405,"564"
406,"561"
407,"599"
408,"605"
409,"574"
410,"579"
411,"552"
412,"540"
413,"536"
414,"518"
415,"525"
416,"516"
417,"533"
418,"511"
419,"501"
420,"487"
421,"509"
422,"542"
423,"515"
424,"537"
425,"525"
426,"551"
427,"602"
428,"566"
429,"529"
430,"602"
431,"564"
432,"541"
433,"549"
434,"501"
435,"516"
436,"469"
437,"502"
438,"505"
439,"573"
440,"513"
441,"509"
442,"533"
443,"506"
444,"483"
445,"479"
446,"502"
447,"447"
448,"466"
449,"446"
450,"452"
451,"457"
452,"492"
453,"499"
454,"537"
455,"459"
456,"461"
457,"484"
458,"514"
459,"486"
460,"509"
461,"516"
462,"515"
463,"479"
464,"493"
465,"471"
466,"484"
467,"469"
468,"480"
469,"488"
470,"467"
471,"522"
472,"490"
473,"485"
474,"519"
475,"532"
476,"496"
477,"501"
478,"522"
479,"541"
480,"521"
481,"508"
482,"495"
483,"555"
484,"531"
485,"493"
486,"537"
487,"515"
488,"528"
489,"524"
490,"524"
491,"571"
492,"502"
493,"557"
494,"537"
495,"522"
496,"484"
497,"519"
498,"477"
499,"508"
500,"529"
501,"499"
502,"485"
503,"482"
504,"560"
505,"533"
506,"471"
507,"507"
508,"488"
509,"471"
510,"504"
511,"489"
512,"498"
513,"533"
514,"520"
515,"517"
516,"510"
517,"499"
518,"496"
519,"504"
520,"585"
521,"509"
522,"525"
523,"523"
524,"513"
525,"537"
526,"524"
527,"501"
528,"483"
529,"463"
530,"452"
531,"506"
532,"491"
533,"484"
534,"477"
535,"460"
536,"514"
537,"509"
538,"511"
