Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"AM-0102 4phi 4"
Duration Time,60.799
Ambient Temperature,"100.1"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"1238619"
Raw Accumulated Counts,"1307954"
Valid Count Last Packet,"19290"
Raw Count Last Packet,"20374"
Live Time,57.763008
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.79
Number of Channels,2048
Vacuum,767
Channel#,Intensity
0,"1808"
1,"1388"
2,"947"
3,"525"
4,"199"
5,"74"
6,"19"
7,"7"
8,"3"
9,"2"
10,"0"
11,"0"
12,"0"
13,"1"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"2"
21,"5"
22,"29"
23,"109"
24,"201"
25,"209"
26,"216"
27,"199"
28,"236"
29,"213"
30,"186"
31,"180"
32,"187"
33,"183"
34,"179"
35,"193"
36,"175"
37,"182"
38,"202"
39,"188"
40,"184"
41,"160"
42,"187"
43,"180"
44,"196"
45,"171"
46,"197"
47,"183"
48,"180"
49,"166"
50,"190"
51,"162"
52,"152"
53,"183"
54,"174"
55,"153"
56,"167"
57,"181"
58,"154"
59,"158"
60,"163"
61,"181"
62,"169"
63,"171"
64,"168"
65,"161"
66,"135"
67,"154"
68,"175"
69,"150"
70,"206"
71,"238"
72,"285"
73,"311"
74,"309"
75,"340"
76,"283"
77,"262"
78,"246"
79,"220"
80,"262"
81,"299"
82,"497"
83,"745"
84,"1013"
85,"1296"
86,"1428"
87,"1406"
88,"1145"
89,"937"
90,"593"
91,"426"
92,"279"
93,"206"
94,"188"
95,"172"
96,"186"
97,"169"
98,"168"
99,"172"
100,"183"
101,"133"
102,"161"
103,"140"
104,"145"
105,"174"
106,"147"
107,"156"
108,"178"
109,"162"
110,"170"
111,"211"
112,"221"
113,"219"
114,"251"
115,"225"
116,"261"
117,"251"
118,"246"
119,"227"
120,"204"
121,"223"
122,"224"
123,"193"
124,"253"
125,"300"
126,"306"
127,"393"
128,"541"
129,"802"
130,"1036"
131,"1414"
132,"1715"
133,"1898"
134,"1982"
135,"1921"
136,"1658"
137,"1490"
138,"1386"
139,"1399"
140,"1402"
141,"1464"
142,"1563"
143,"1545"
144,"1629"
145,"1757"
146,"1814"
147,"1793"
148,"1476"
149,"1366"
150,"1005"
151,"732"
152,"558"
153,"401"
154,"379"
155,"363"
156,"422"
157,"504"
158,"653"
159,"905"
160,"1413"
161,"2002"
162,"2741"
163,"3439"
164,"3776"
165,"3607"
166,"3319"
167,"2604"
168,"1848"
169,"1140"
170,"719"
171,"477"
172,"376"
173,"362"
174,"419"
175,"521"
176,"694"
177,"880"
178,"1018"
179,"1251"
180,"1578"
181,"1778"
182,"1904"
183,"1884"
184,"1805"
185,"1542"
186,"1203"
187,"826"
188,"616"
189,"388"
190,"343"
191,"293"
192,"241"
193,"271"
194,"300"
195,"329"
196,"360"
197,"423"
198,"492"
199,"468"
200,"484"
201,"444"
202,"420"
203,"359"
204,"307"
205,"292"
206,"270"
207,"281"
208,"257"
209,"268"
210,"234"
211,"257"
212,"283"
213,"280"
214,"314"
215,"341"
216,"365"
217,"448"
218,"651"
219,"844"
220,"1194"
221,"1500"
222,"1895"
223,"2070"
224,"2176"
225,"1990"
226,"1721"
227,"1425"
228,"1056"
229,"859"
230,"724"
231,"633"
232,"553"
233,"539"
234,"488"
235,"441"
236,"486"
237,"438"
238,"496"
239,"530"
240,"520"
241,"648"
242,"689"
243,"729"
244,"771"
245,"719"
246,"739"
247,"658"
248,"617"
249,"556"
250,"537"
251,"470"
252,"509"
253,"436"
254,"430"
255,"492"
256,"445"
257,"435"
258,"469"
259,"471"
260,"448"
261,"506"
262,"474"
263,"536"
264,"499"
265,"488"
266,"579"
267,"547"
268,"552"
269,"626"
270,"559"
271,"572"
272,"528"
273,"555"
274,"530"
275,"525"
276,"551"
277,"507"
278,"503"
279,"481"
280,"536"
281,"506"
282,"522"
283,"494"
284,"585"
285,"578"
286,"626"
287,"687"
288,"836"
289,"918"
290,"1107"
291,"1241"
292,"1291"
293,"1299"
294,"1228"
295,"1133"
296,"1034"
297,"943"
298,"814"
299,"814"
300,"754"
301,"732"
302,"727"
303,"746"
304,"837"
305,"901"
306,"1078"
307,"1298"
308,"1876"
309,"2918"
310,"5133"
311,"8657"
312,"14358"
313,"22150"
314,"31434"
315,"41319"
316,"50241"
317,"54908"
318,"55672"
319,"51777"
320,"43861"
321,"34034"
322,"24506"
323,"15917"
324,"9758"
325,"5615"
326,"3193"
327,"1838"
328,"1155"
329,"858"
330,"746"
331,"706"
332,"623"
333,"703"
334,"678"
335,"710"
336,"687"
337,"694"
338,"763"
339,"862"
340,"957"
341,"1201"
342,"1464"
343,"1908"
344,"2635"
345,"3653"
346,"4965"
347,"6350"
348,"7741"
349,"8731"
350,"9156"
351,"8743"
352,"7979"
353,"6840"
354,"5189"
355,"3831"
356,"2804"
357,"1951"
358,"1429"
359,"1104"
360,"959"
361,"911"
362,"931"
363,"908"
364,"1008"
365,"1051"
366,"1172"
367,"1220"
368,"1285"
369,"1434"
370,"1421"
371,"1471"
372,"1373"
373,"1193"
374,"1077"
375,"915"
376,"792"
377,"662"
378,"561"
379,"544"
380,"472"
381,"427"
382,"518"
383,"459"
384,"451"
385,"488"
386,"443"
387,"447"
388,"438"
389,"507"
390,"504"
391,"523"
392,"513"
393,"553"
394,"578"
395,"586"
396,"651"
397,"717"
398,"724"
399,"784"
400,"762"
401,"741"
402,"697"
403,"677"
404,"669"
405,"623"
406,"621"
407,"626"
408,"603"
409,"577"
410,"600"
411,"619"
412,"625"
413,"581"
414,"575"
415,"570"
416,"529"
417,"542"
418,"505"
419,"506"
420,"516"
421,"468"
422,"518"
423,"553"
424,"591"
425,"599"
426,"662"
427,"630"
428,"661"
429,"625"
430,"614"
431,"650"
432,"592"
433,"570"
434,"585"
435,"532"
436,"571"
437,"518"
438,"492"
439,"540"
440,"508"
441,"491"
442,"560"
443,"533"
444,"513"
445,"545"
446,"516"
447,"532"
448,"516"
449,"551"
450,"498"
451,"525"
452,"573"
453,"535"
454,"519"
455,"529"
456,"553"
457,"577"
458,"535"
459,"577"
460,"528"
461,"591"
462,"578"
463,"562"
464,"540"
465,"572"
466,"519"
467,"529"
468,"526"
469,"508"
470,"528"
471,"530"
472,"560"
473,"560"
474,"520"
475,"509"
476,"508"
477,"555"
478,"572"
479,"546"
480,"546"
481,"547"
482,"520"
483,"512"
484,"472"
485,"561"
486,"503"
487,"573"
488,"501"
489,"574"
490,"551"
491,"538"
492,"514"
493,"558"
494,"525"
495,"515"
496,"523"
497,"524"
498,"518"
499,"532"
500,"524"
501,"539"
502,"527"
503,"518"
504,"531"
505,"524"
506,"516"
507,"573"
508,"533"
509,"547"
510,"507"
511,"513"
512,"483"
513,"524"
514,"547"
515,"576"
516,"519"
517,"527"
518,"562"
519,"529"
520,"489"
521,"563"
522,"552"
523,"567"
524,"560"
525,"504"
526,"522"
527,"513"
528,"536"
529,"504"
530,"494"
531,"501"
532,"516"
533,"521"
534,"537"
535,"506"
536,"507"
537,"513"
538,"521"
539,"489"
540,"498"
541,"528"
542,"555"
543,"500"
544,"486"
545,"491"
546,"524"
547,"475"
548,"495"
549,"520"
550,"520"
551,"537"
552,"504"
553,"475"
554,"516"
555,"488"
556,"527"
557,"510"
558,"475"
559,"524"
560,"498"
561,"537"
562,"501"
563,"507"
564,"496"
565,"503"
566,"473"
567,"493"
568,"450"
569,"526"
570,"500"
571,"517"
572,"530"
573,"479"
574,"499"
575,"511"
576,"479"
577,"494"
578,"475"
579,"507"
580,"462"
581,"500"
582,"516"
583,"501"
584,"455"
585,"530"
586,"531"
587,"503"
588,"485"
589,"476"
590,"490"
591,"465"
592,"498"
593,"496"
594,"458"
595,"506"
596,"520"
597,"479"
598,"487"
599,"448"
600,"512"
601,"475"
602,"490"
603,"503"
604,"501"
605,"484"
606,"483"
607,"508"
608,"511"
609,"512"
610,"479"
611,"506"
612,"475"
613,"456"
614,"506"
615,"488"
616,"494"
617,"442"
618,"508"
619,"488"
620,"504"
621,"505"
622,"512"
623,"478"
624,"493"
625,"490"
626,"538"
627,"565"
628,"471"
629,"518"
630,"525"
631,"556"
632,"533"
633,"513"
634,"542"
635,"525"
636,"495"
637,"525"
638,"496"
639,"505"
640,"503"
641,"550"
642,"502"
643,"539"
644,"515"
645,"507"
646,"510"
647,"492"
648,"450"
649,"478"
650,"472"
651,"503"
652,"474"
653,"517"
654,"523"
655,"518"
656,"544"
657,"606"
658,"609"
659,"711"
660,"748"
661,"793"
662,"793"
663,"808"
664,"861"
665,"839"
666,"810"
667,"740"
668,"709"
669,"659"
670,"649"
671,"575"
672,"532"
673,"531"
674,"505"
675,"499"
676,"484"
677,"492"
678,"493"
679,"490"
680,"471"
681,"495"
682,"482"
683,"475"
684,"502"
685,"507"
686,"475"
687,"489"
688,"487"
689,"463"
690,"466"
691,"496"
692,"456"
693,"486"
694,"568"
695,"623"
696,"688"
697,"683"
698,"814"
699,"838"
700,"894"
701,"963"
702,"942"
703,"939"
704,"850"
705,"838"
706,"801"
707,"704"
708,"638"
709,"628"
710,"596"
711,"504"
712,"479"
713,"504"
714,"481"
715,"430"
716,"498"
717,"447"
718,"426"
719,"442"
720,"434"
721,"448"
722,"437"
723,"432"
724,"459"
725,"446"
726,"423"
727,"428"
728,"460"
729,"410"
730,"451"
731,"458"
732,"432"
733,"433"
734,"454"
735,"483"
736,"467"
737,"540"
738,"547"
739,"543"
740,"593"
741,"566"
742,"544"
743,"615"
744,"548"
745,"533"
746,"500"
747,"530"
748,"502"
749,"490"
750,"471"
751,"414"
752,"521"
753,"413"
754,"413"
755,"441"
756,"434"
757,"389"
758,"452"
759,"437"
760,"410"
761,"434"
762,"417"
763,"450"
764,"423"
765,"424"
766,"411"
767,"407"
768,"417"
769,"435"
770,"415"
771,"485"
772,"493"
773,"494"
774,"619"
775,"617"
776,"665"
777,"756"
778,"757"
779,"841"
