Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-4C -1phi 4"
Duration Time,60.097
Ambient Temperature,"96.3"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"618894"
Raw Accumulated Counts,"639668"
Valid Count Last Packet,"9700"
Raw Count Last Packet,"10068"
Live Time,58.598011
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7948
Number of Channels,2048
Vacuum,765
Channel#,Intensity
0,"1868"
1,"1453"
2,"941"
3,"500"
4,"201"
5,"61"
6,"16"
7,"2"
8,"1"
9,"0"
10,"1"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"1"
17,"0"
18,"0"
19,"0"
20,"0"
21,"4"
22,"33"
23,"96"
24,"156"
25,"178"
26,"177"
27,"157"
28,"154"
29,"155"
30,"141"
31,"161"
32,"122"
33,"153"
34,"144"
35,"135"
36,"131"
37,"147"
38,"136"
39,"142"
40,"131"
41,"119"
42,"139"
43,"126"
44,"138"
45,"162"
46,"142"
47,"163"
48,"135"
49,"140"
50,"165"
51,"130"
52,"144"
53,"139"
54,"122"
55,"123"
56,"134"
57,"133"
58,"137"
59,"151"
60,"156"
61,"128"
62,"136"
63,"129"
64,"110"
65,"128"
66,"119"
67,"110"
68,"124"
69,"122"
70,"119"
71,"177"
72,"183"
73,"201"
74,"225"
75,"206"
76,"173"
77,"195"
78,"162"
79,"158"
80,"169"
81,"283"
82,"423"
83,"704"
84,"970"
85,"1147"
86,"1259"
87,"1239"
88,"1025"
89,"722"
90,"541"
91,"362"
92,"226"
93,"161"
94,"159"
95,"148"
96,"136"
97,"109"
98,"122"
99,"143"
100,"127"
101,"130"
102,"135"
103,"123"
104,"112"
105,"128"
106,"123"
107,"122"
108,"110"
109,"134"
110,"131"
111,"166"
112,"188"
113,"190"
114,"222"
115,"242"
116,"238"
117,"249"
118,"211"
119,"187"
120,"176"
121,"169"
122,"191"
123,"170"
124,"206"
125,"225"
126,"270"
127,"350"
128,"523"
129,"724"
130,"1035"
131,"1344"
132,"1684"
133,"1880"
134,"1957"
135,"1882"
136,"1625"
137,"1392"
138,"1287"
139,"1253"
140,"1320"
141,"1471"
142,"1462"
143,"1534"
144,"1625"
145,"1832"
146,"1808"
147,"1803"
148,"1587"
149,"1297"
150,"939"
151,"640"
152,"462"
153,"336"
154,"351"
155,"313"
156,"320"
157,"419"
158,"540"
159,"738"
160,"1056"
161,"1447"
162,"1976"
163,"2568"
164,"2698"
165,"2705"
166,"2368"
167,"1778"
168,"1285"
169,"867"
170,"507"
171,"314"
172,"230"
173,"275"
174,"264"
175,"377"
176,"494"
177,"554"
178,"589"
179,"611"
180,"627"
181,"573"
182,"575"
183,"571"
184,"533"
185,"451"
186,"342"
187,"304"
188,"220"
189,"203"
190,"181"
191,"172"
192,"165"
193,"159"
194,"169"
195,"205"
196,"180"
197,"237"
198,"206"
199,"227"
200,"240"
201,"218"
202,"220"
203,"173"
204,"218"
205,"180"
206,"198"
207,"170"
208,"192"
209,"223"
210,"204"
211,"222"
212,"198"
213,"228"
214,"221"
215,"234"
216,"235"
217,"230"
218,"281"
219,"330"
220,"368"
221,"404"
222,"495"
223,"512"
224,"473"
225,"481"
226,"414"
227,"367"
228,"279"
229,"263"
230,"294"
231,"276"
232,"248"
233,"245"
