Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L2-3B -1phi 1"
Duration Time,60.153
Ambient Temperature,"100.5"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"622626"
Raw Accumulated Counts,"643382"
Valid Count Last Packet,"9599"
Raw Count Last Packet,"9872"
Live Time,58.622997
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.0888
Number of Channels,2048
Vacuum,762
Channel#,Intensity
0,"1784"
1,"1522"
2,"965"
3,"503"
4,"172"
5,"53"
6,"20"
7,"4"
8,"1"
9,"1"
10,"1"
11,"0"
12,"0"
13,"1"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"1"
21,"2"
22,"25"
23,"92"
24,"142"
25,"172"
26,"171"
27,"159"
28,"154"
29,"129"
30,"168"
31,"152"
32,"149"
33,"116"
34,"145"
35,"138"
36,"133"
37,"126"
38,"136"
39,"137"
40,"150"
41,"157"
42,"146"
43,"149"
44,"147"
45,"138"
46,"139"
47,"159"
48,"150"
49,"153"
50,"141"
51,"109"
52,"128"
53,"113"
54,"144"
55,"126"
56,"123"
57,"136"
58,"146"
59,"142"
60,"126"
61,"122"
62,"134"
63,"122"
64,"127"
65,"112"
66,"124"
67,"109"
68,"118"
69,"116"
70,"121"
71,"143"
72,"205"
73,"207"
74,"233"
75,"215"
76,"210"
77,"219"
78,"189"
79,"217"
80,"159"
81,"243"
82,"293"
83,"483"
84,"712"
85,"890"
86,"1024"
87,"967"
88,"765"
89,"628"
90,"392"
91,"314"
92,"230"
93,"156"
94,"156"
95,"112"
96,"128"
97,"147"
98,"146"
99,"133"
100,"136"
101,"144"
102,"145"
103,"106"
104,"143"
105,"122"
106,"111"
107,"124"
108,"116"
109,"111"
110,"149"
111,"144"
112,"203"
113,"178"
114,"220"
115,"228"
116,"239"
117,"235"
118,"196"
119,"203"
120,"167"
121,"211"
122,"162"
123,"174"
124,"205"
125,"264"
126,"298"
127,"350"
128,"498"
129,"707"
130,"1011"
131,"1323"
132,"1621"
133,"1960"
134,"1977"
135,"1753"
136,"1678"
137,"1508"
138,"1402"
139,"1293"
140,"1397"
141,"1443"
142,"1480"
143,"1557"
144,"1628"
145,"1785"
146,"1868"
147,"1797"
148,"1631"
149,"1389"
150,"1012"
151,"708"
152,"529"
153,"385"
154,"365"
155,"328"
156,"402"
157,"441"
158,"624"
159,"918"
160,"1423"
161,"2187"
162,"3047"
163,"3964"
164,"4337"
165,"4482"
166,"4025"
167,"3240"
168,"2344"
169,"1531"
170,"868"
171,"519"
172,"361"
173,"314"
174,"372"
175,"490"
176,"629"
177,"774"
178,"865"
179,"869"
180,"829"
181,"777"
182,"716"
183,"588"
184,"547"
185,"453"
186,"358"
187,"332"
188,"252"
189,"223"
190,"181"
191,"181"
192,"165"
193,"190"
194,"173"
195,"185"
196,"180"
197,"213"
198,"216"
199,"207"
200,"221"
201,"200"
202,"220"
203,"208"
204,"199"
205,"197"
206,"176"
207,"190"
208,"177"
209,"213"
210,"213"
211,"201"
212,"218"
213,"220"
214,"205"
215,"224"
216,"250"
217,"250"
218,"264"
219,"308"
220,"397"
221,"464"
222,"488"
223,"614"
224,"585"
225,"568"
226,"545"
227,"446"
228,"421"
229,"353"
230,"296"
231,"288"
232,"273"
233,"275"
234,"260"
235,"238"
236,"277"
237,"266"
238,"298"
239,"307"
240,"295"
241,"321"
242,"311"
243,"325"
244,"358"
245,"337"
246,"302"
247,"350"
248,"286"
249,"275"
250,"275"
251,"264"
252,"277"
253,"289"
254,"282"
255,"298"
256,"303"
257,"310"
258,"300"
259,"264"
260,"318"
261,"327"
262,"328"
263,"339"
264,"344"
265,"344"
266,"339"
267,"383"
268,"358"
269,"346"
270,"353"
271,"371"
272,"331"
273,"365"
274,"335"
275,"318"
276,"346"
277,"343"
278,"336"
279,"320"
280,"325"
281,"335"
282,"332"
283,"361"
284,"378"
285,"368"
286,"403"
287,"334"
288,"370"
289,"409"
290,"381"
291,"382"
292,"413"
293,"391"
294,"397"
295,"390"
296,"401"
297,"409"
298,"419"
299,"408"
300,"392"
301,"381"
302,"397"
303,"413"
304,"366"
305,"404"
306,"470"
307,"473"
308,"524"
309,"602"
310,"829"
311,"1126"
312,"1670"
313,"2386"
314,"3262"
315,"4392"
316,"5369"
317,"6032"
318,"6212"
319,"6005"
320,"5171"
321,"4283"
322,"3253"
323,"2325"
324,"1580"
325,"1083"
326,"796"
327,"587"
328,"491"
329,"461"
330,"444"
331,"420"
332,"396"
333,"421"
334,"391"
335,"458"
336,"434"
337,"439"
338,"424"
339,"436"
340,"445"
341,"487"
342,"497"
343,"563"
344,"570"
345,"704"
346,"863"
347,"1000"
348,"1179"
349,"1280"
350,"1367"
351,"1325"
352,"1338"
353,"1140"
354,"1048"
355,"942"
356,"884"
357,"718"
358,"747"
359,"683"
360,"704"
361,"733"
362,"807"
363,"845"
364,"855"
365,"935"
366,"949"
367,"972"
368,"1102"
369,"1114"
370,"1260"
371,"1196"
372,"1087"
373,"1032"
374,"920"
375,"816"
376,"661"
377,"558"
378,"496"
379,"424"
380,"397"
381,"421"
382,"377"
383,"401"
384,"432"
385,"394"
386,"435"
387,"416"
388,"441"
389,"443"
390,"540"
391,"572"
392,"558"
393,"656"
394,"696"
395,"663"
396,"724"
397,"728"
398,"719"
399,"694"
400,"726"
401,"662"
402,"608"
403,"579"
404,"516"
405,"510"
406,"492"
407,"514"
408,"487"
409,"498"
410,"480"
411,"489"
412,"472"
413,"471"
414,"420"
415,"425"
416,"409"
417,"411"
418,"418"
419,"391"
420,"400"
421,"414"
422,"442"
423,"382"
424,"394"
425,"399"
426,"418"
427,"442"
428,"449"
429,"465"
430,"424"
431,"413"
432,"438"
433,"431"
434,"412"
435,"412"
436,"387"
437,"384"
438,"388"
439,"420"
440,"382"
441,"396"
442,"468"
443,"420"
444,"415"
445,"414"
446,"450"
447,"449"
448,"454"
449,"420"
450,"400"
451,"404"
452,"402"
453,"379"
454,"454"
455,"449"
456,"462"
457,"511"
458,"459"
459,"447"
460,"459"
461,"469"
462,"441"
463,"453"
464,"402"
465,"419"
466,"414"
467,"430"
468,"395"
469,"403"
470,"377"
471,"409"
472,"376"
473,"401"
474,"399"
475,"428"
476,"418"
477,"392"
478,"411"
479,"384"
480,"414"
481,"449"
482,"463"
483,"456"
484,"424"
485,"422"
486,"445"
487,"426"
