Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-3A 1phi 0"
Duration Time,60.035
Ambient Temperature,"94.2"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"673853"
Raw Accumulated Counts,"697798"
Valid Count Last Packet,"10405"
Raw Count Last Packet,"10754"
Live Time,58.403999
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7971
Number of Channels,2048
Vacuum,763
Channel#,Intensity
0,"1762"
1,"1506"
2,"986"
3,"481"
4,"246"
5,"64"
6,"26"
7,"4"
8,"2"
9,"0"
10,"0"
11,"0"
12,"0"
13,"1"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"4"
22,"44"
23,"115"
24,"164"
25,"180"
26,"201"
27,"187"
28,"202"
29,"168"
30,"183"
31,"173"
32,"174"
33,"149"
34,"169"
35,"142"
36,"155"
37,"178"
38,"155"
39,"172"
40,"142"
41,"135"
42,"151"
43,"150"
44,"141"
45,"157"
46,"160"
47,"167"
48,"168"
49,"150"
50,"161"
51,"139"
52,"138"
53,"132"
54,"148"
55,"152"
56,"154"
57,"166"
58,"164"
59,"142"
60,"113"
61,"135"
62,"123"
63,"115"
64,"108"
65,"127"
66,"129"
67,"121"
68,"128"
69,"146"
70,"159"
71,"193"
72,"183"
73,"237"
74,"244"
75,"207"
76,"216"
77,"213"
78,"199"
79,"193"
80,"217"
81,"289"
82,"489"
83,"709"
84,"1108"
85,"1345"
86,"1473"
87,"1421"
88,"1137"
89,"865"
90,"537"
91,"383"
92,"238"
93,"185"
94,"137"
95,"137"
96,"122"
97,"149"
98,"148"
99,"123"
100,"141"
101,"132"
102,"125"
103,"105"
104,"130"
105,"134"
106,"135"
107,"141"
108,"105"
109,"138"
110,"156"
111,"169"
112,"179"
113,"190"
114,"224"
115,"237"
116,"196"
117,"213"
118,"196"
119,"197"
120,"193"
121,"176"
122,"182"
123,"171"
124,"216"
125,"263"
126,"259"
127,"369"
128,"519"
129,"669"
130,"1062"
131,"1375"
132,"1669"
133,"1942"
134,"1954"
135,"1719"
136,"1627"
137,"1475"
138,"1316"
139,"1277"
140,"1350"
141,"1421"
142,"1397"
143,"1450"
144,"1516"
145,"1721"
146,"1798"
147,"1763"
148,"1491"
149,"1252"
150,"966"
151,"661"
152,"487"
153,"369"
154,"326"
155,"330"
156,"368"
157,"492"
158,"600"
159,"872"
160,"1266"
161,"1911"
162,"2619"
163,"3182"
164,"3572"
165,"3423"
166,"2923"
167,"2435"
168,"1676"
169,"1016"
170,"655"
171,"385"
172,"275"
173,"289"
174,"369"
175,"442"
176,"556"
177,"664"
178,"712"
179,"763"
180,"692"
181,"683"
182,"599"
183,"573"
184,"543"
185,"447"
186,"344"
187,"308"
188,"253"
189,"222"
190,"182"
191,"181"
192,"188"
193,"176"
194,"181"
195,"214"
196,"188"
197,"212"
198,"234"
199,"236"
200,"236"
201,"220"
202,"219"
203,"216"
204,"208"
205,"191"
206,"234"
207,"199"
208,"228"
209,"229"
210,"236"
211,"221"
212,"203"
213,"231"
214,"213"
215,"256"
216,"189"
217,"215"
218,"277"
219,"319"
220,"338"
221,"423"
222,"430"
223,"490"
224,"484"
225,"426"
226,"388"
227,"364"
228,"331"
229,"259"
230,"282"
231,"257"
232,"262"
233,"225"
234,"277"
235,"274"
236,"250"
237,"292"
238,"275"
239,"295"
240,"326"
241,"316"
242,"311"
243,"340"
244,"356"
245,"353"
246,"360"
247,"379"
248,"370"
249,"367"
250,"336"
251,"337"
252,"346"
253,"323"
254,"320"
255,"327"
256,"334"
257,"317"
258,"313"
259,"337"
260,"346"
261,"326"
262,"356"
263,"352"
264,"316"
265,"372"
266,"376"
267,"373"
268,"357"
269,"370"
270,"411"
271,"376"
272,"349"
273,"358"
274,"388"
275,"305"
276,"343"
277,"394"
278,"372"
279,"413"
280,"408"
281,"397"
282,"392"
283,"451"
284,"460"
285,"442"
286,"523"
287,"523"
288,"522"
289,"564"
290,"556"
291,"536"
292,"552"
293,"541"
294,"464"
295,"476"
296,"412"
297,"426"
298,"400"
299,"359"
300,"422"
301,"409"
302,"361"
303,"367"
304,"417"
305,"423"
306,"454"
307,"475"
308,"527"
309,"619"
310,"712"
311,"969"
312,"1288"
313,"1633"
314,"2158"
315,"2741"
316,"3222"
317,"3513"
318,"3486"
319,"3252"
320,"2789"
321,"2184"
322,"1647"
323,"1226"
324,"894"
325,"722"
326,"561"
327,"484"
328,"471"
329,"425"
330,"467"
331,"436"
332,"413"
333,"483"
334,"420"
335,"453"
336,"449"
337,"472"
338,"444"
339,"515"
340,"445"
341,"438"
342,"505"
343,"522"
344,"536"
345,"608"
346,"662"
347,"810"
348,"820"
349,"897"
350,"924"
351,"922"
352,"894"
353,"851"
354,"778"
355,"746"
356,"691"
357,"705"
358,"718"
359,"771"
360,"813"
361,"898"
362,"900"
363,"895"
364,"971"
365,"1017"
366,"1112"
367,"1234"
368,"1309"
369,"1334"
370,"1378"
371,"1312"
372,"1285"
373,"1136"
374,"1021"
375,"806"
376,"674"
377,"551"
378,"505"
379,"430"
380,"452"
381,"432"
382,"421"
383,"418"
384,"422"
385,"410"
386,"451"
387,"450"
388,"433"
389,"436"
390,"423"
391,"409"
392,"476"
393,"533"
394,"556"
395,"573"
396,"609"
397,"641"
398,"684"
399,"693"
400,"707"
401,"657"
402,"642"
403,"607"
404,"594"
405,"541"
406,"541"
407,"581"
408,"619"
409,"602"
410,"642"
411,"623"
412,"586"
413,"637"
414,"562"
415,"559"
416,"532"
417,"471"
418,"502"
419,"480"
420,"505"
421,"521"
422,"476"
423,"510"
424,"518"
425,"506"
426,"528"
427,"542"
428,"546"
429,"517"
430,"513"
431,"523"
432,"504"
433,"460"
434,"494"
435,"457"
436,"459"
437,"463"
438,"496"
439,"433"
440,"511"
441,"460"
442,"478"
443,"500"
444,"518"
445,"443"
446,"484"
447,"466"
448,"487"
449,"466"
450,"487"
451,"475"
452,"450"
453,"477"
454,"517"
455,"501"
456,"505"
457,"518"
458,"554"
459,"514"
460,"528"
461,"536"
462,"527"
463,"543"
464,"514"
465,"499"
466,"529"
467,"503"
468,"477"
469,"510"
470,"534"
471,"512"
472,"495"
473,"530"
474,"503"
475,"537"
476,"504"
477,"503"
478,"505"
479,"471"
480,"509"
481,"493"
482,"489"
483,"480"
484,"507"
485,"465"
486,"543"
487,"505"
488,"509"
489,"534"
490,"455"
491,"502"
492,"496"
493,"565"
494,"475"
495,"548"
496,"495"
497,"451"
498,"482"
499,"482"
