Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L2-2B -1phi 3"
Duration Time,60.16
Ambient Temperature,"100.1"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"576204"
Raw Accumulated Counts,"594546"
Valid Count Last Packet,"8998"
Raw Count Last Packet,"9301"
Live Time,58.764988
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7914
Number of Channels,2048
Vacuum,752
Channel#,Intensity
0,"1803"
1,"1461"
2,"975"
3,"487"
4,"220"
5,"77"
6,"15"
7,"9"
8,"0"
9,"1"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"3"
22,"36"
23,"83"
24,"137"
25,"183"
26,"161"
27,"169"
28,"145"
29,"149"
30,"142"
31,"162"
32,"143"
33,"133"
34,"136"
35,"129"
36,"136"
37,"141"
38,"128"
39,"101"
40,"127"
41,"145"
42,"122"
43,"157"
44,"137"
45,"144"
46,"128"
47,"147"
48,"150"
49,"141"
50,"123"
51,"152"
52,"139"
53,"105"
54,"146"
55,"102"
56,"110"
57,"126"
58,"145"
59,"134"
60,"128"
61,"157"
62,"116"
63,"117"
64,"105"
65,"126"
66,"99"
67,"137"
68,"124"
69,"117"
70,"142"
71,"140"
72,"163"
73,"168"
74,"160"
75,"181"
76,"153"
77,"142"
78,"145"
79,"148"
80,"166"
81,"215"
82,"362"
83,"514"
84,"670"
85,"893"
86,"964"
87,"930"
88,"824"
89,"597"
90,"420"
91,"292"
92,"191"
93,"125"
94,"136"
95,"133"
96,"134"
97,"124"
98,"111"
99,"150"
100,"135"
101,"128"
102,"143"
103,"127"
104,"112"
105,"110"
106,"128"
107,"107"
108,"122"
109,"136"
110,"120"
111,"168"
112,"182"
113,"182"
114,"235"
115,"224"
116,"229"
117,"199"
118,"211"
119,"182"
120,"166"
121,"175"
122,"171"
123,"189"
124,"197"
125,"237"
126,"276"
127,"387"
128,"526"
129,"690"
130,"1087"
131,"1305"
132,"1725"
133,"1977"
134,"2106"
135,"1867"
136,"1706"
137,"1461"
138,"1320"
139,"1363"
140,"1370"
141,"1377"
142,"1455"
143,"1516"
144,"1674"
145,"1728"
146,"1849"
147,"1844"
148,"1660"
149,"1358"
150,"976"
151,"720"
152,"472"
153,"352"
154,"299"
155,"332"
156,"321"
157,"329"
158,"408"
159,"472"
160,"628"
161,"886"
162,"1093"
163,"1409"
164,"1502"
165,"1480"
166,"1390"
167,"1167"
168,"833"
169,"527"
170,"379"
171,"266"
172,"219"
173,"219"
174,"215"
175,"258"
176,"338"
177,"412"
178,"494"
179,"534"
180,"570"
181,"593"
182,"669"
183,"707"
184,"614"
185,"546"
186,"445"
187,"387"
188,"294"
189,"232"
190,"209"
191,"170"
192,"149"
193,"189"
194,"165"
195,"176"
196,"229"
197,"231"
198,"262"
199,"240"
200,"249"
201,"272"
202,"245"
203,"258"
204,"239"
205,"218"
206,"241"
207,"212"
208,"195"
209,"228"
210,"217"
211,"213"
212,"229"
213,"223"
214,"272"
215,"220"
216,"228"
217,"270"
218,"320"
219,"332"
220,"399"
221,"452"
222,"554"
223,"537"
224,"548"
225,"533"
226,"476"
227,"446"
228,"352"
229,"345"
230,"276"
231,"292"
232,"251"
233,"279"
234,"273"
235,"224"
236,"239"
237,"249"
238,"273"
239,"289"
240,"273"
241,"294"
242,"271"
243,"334"
244,"307"
245,"288"
246,"310"
247,"325"
248,"309"
249,"319"
250,"274"
251,"314"
252,"296"
253,"284"
254,"297"
255,"299"
256,"306"
257,"296"
258,"313"
259,"309"
260,"302"
261,"266"
262,"288"
263,"312"
264,"312"
265,"326"
266,"349"
267,"275"
268,"307"
269,"332"
270,"318"
271,"306"
272,"351"
273,"328"
274,"310"
275,"296"
276,"332"
277,"320"
278,"332"
279,"299"
280,"343"
281,"315"
282,"351"
283,"368"
284,"332"
285,"369"
286,"402"
287,"381"
288,"391"
289,"407"
290,"455"
291,"444"
292,"401"
293,"426"
294,"439"
295,"423"
296,"381"
297,"402"
298,"365"
299,"369"
300,"377"
301,"400"
302,"389"
303,"400"
304,"405"
305,"418"
306,"415"
307,"451"
308,"523"
309,"598"
310,"775"
311,"1002"
312,"1464"
313,"2060"
314,"2866"
315,"3760"
316,"4472"
317,"5047"
318,"5032"
319,"4686"
320,"4135"
321,"3318"
322,"2453"
323,"1827"
324,"1243"
325,"851"
326,"662"
327,"505"
328,"492"
329,"433"
330,"422"
331,"394"
332,"428"
333,"426"
334,"414"
335,"416"
336,"458"
337,"484"
338,"437"
339,"485"
340,"491"
341,"505"
342,"520"
343,"579"
344,"635"
345,"689"
346,"761"
347,"868"
348,"982"
349,"1104"
350,"1117"
351,"1168"
352,"1143"
353,"1003"
354,"902"
355,"800"
356,"752"
357,"751"
358,"689"
359,"747"
360,"757"
361,"747"
362,"773"
363,"871"
364,"860"
365,"993"
366,"998"
367,"1139"
368,"1162"
369,"1191"
370,"1200"
371,"1238"
372,"1076"
373,"1022"
374,"921"
375,"763"
376,"650"
377,"519"
378,"497"
379,"499"
380,"429"
381,"421"
382,"382"
383,"373"
384,"393"
385,"392"
386,"343"
387,"412"
388,"383"
389,"377"
390,"405"
391,"406"
392,"441"
393,"446"
394,"472"
395,"496"
396,"548"
397,"564"
398,"635"
399,"625"
400,"614"
401,"618"
402,"604"
403,"553"
404,"541"
405,"490"
406,"522"
407,"469"
408,"474"
409,"462"
410,"488"
411,"535"
412,"450"
413,"445"
414,"466"
415,"459"
416,"442"
417,"417"
418,"389"
419,"396"
420,"398"
421,"397"
422,"423"
423,"427"
424,"395"
425,"430"
426,"399"
427,"441"
428,"453"
429,"474"
430,"413"
431,"430"
432,"402"
433,"402"
434,"420"
435,"396"
436,"365"
437,"431"
438,"402"
439,"404"
440,"436"
441,"450"
442,"420"
443,"438"
444,"432"
445,"436"
446,"444"
447,"414"
448,"488"
449,"437"
450,"441"
451,"444"
452,"426"
453,"414"
454,"415"
455,"438"
456,"422"
457,"466"
458,"439"
459,"417"
460,"423"
461,"411"
462,"414"
463,"427"
464,"415"
465,"416"
466,"371"
467,"413"
468,"391"
469,"402"
470,"409"
471,"416"
472,"394"
473,"449"
474,"434"
475,"414"
476,"403"
477,"462"
478,"435"
479,"435"
480,"387"
481,"398"
482,"427"
483,"406"
484,"407"
485,"412"
486,"378"
487,"350"
488,"391"
489,"395"
490,"420"
491,"418"
492,"411"
493,"457"
494,"402"
495,"436"
496,"444"
497,"428"
498,"436"
499,"436"
500,"412"
501,"452"
502,"493"
503,"436"
504,"463"
505,"438"
506,"465"
507,"500"
508,"473"
509,"491"
510,"509"
511,"474"
512,"423"
513,"447"
514,"475"
515,"464"
516,"434"
517,"448"
518,"423"
519,"451"
520,"467"
521,"427"
522,"438"
523,"449"
524,"465"
525,"476"
526,"481"
527,"372"
528,"427"
529,"388"
530,"380"
531,"403"
532,"410"
533,"403"
534,"394"
535,"406"
536,"397"
537,"409"
538,"352"
539,"430"
540,"422"
541,"405"
542,"383"
543,"392"
544,"427"
545,"419"
546,"414"
547,"376"
548,"374"
549,"416"
550,"416"
551,"414"
552,"383"
553,"397"
554,"420"
555,"423"
556,"409"
557,"404"
558,"395"
559,"393"
560,"388"
561,"385"
562,"385"
563,"364"
564,"401"
565,"384"
566,"382"
567,"403"
568,"405"
569,"419"
570,"387"
571,"385"
572,"386"
573,"400"
574,"406"
575,"380"
576,"425"
577,"369"
578,"428"
579,"437"
580,"413"
581,"427"
582,"398"
583,"376"
584,"387"
585,"405"
586,"397"
587,"423"
588,"413"
589,"403"
590,"415"
591,"375"
592,"376"
593,"394"
594,"403"
595,"354"
596,"399"
597,"411"
598,"370"
599,"402"
600,"428"
601,"402"
602,"408"
603,"380"
604,"416"
605,"397"
606,"415"
607,"394"
608,"374"
609,"388"
610,"400"
611,"384"
612,"378"
613,"378"
614,"375"
615,"384"
616,"373"
617,"392"
618,"364"
619,"341"
620,"394"
621,"407"
622,"403"
623,"404"
624,"383"
625,"410"
626,"383"
627,"370"
628,"427"
629,"400"
630,"393"
631,"428"
632,"390"
633,"386"
634,"406"
635,"389"
636,"426"
637,"391"
638,"378"
639,"393"
640,"361"
641,"347"
642,"396"
643,"405"
644,"392"
645,"392"
646,"394"
647,"362"
648,"385"
649,"399"
650,"411"
651,"413"
652,"414"
653,"399"
654,"444"
655,"400"
656,"462"
657,"520"
658,"544"
659,"548"
660,"664"
661,"741"
662,"727"
663,"729"
664,"753"
665,"732"
666,"745"
667,"702"
668,"633"
669,"640"
670,"567"
671,"524"
672,"496"
673,"433"
674,"411"
675,"376"
676,"415"
677,"395"
678,"385"
679,"344"
680,"388"
681,"363"
682,"377"
683,"398"
684,"383"
685,"369"
686,"366"
687,"344"
688,"361"
689,"390"
690,"391"
691,"371"
692,"378"
693,"442"
694,"359"
695,"378"
696,"384"
697,"432"
698,"434"
699,"448"
700,"469"
701,"491"
702,"469"
703,"440"
704,"461"
705,"447"
706,"425"
707,"410"
708,"411"
709,"406"
710,"379"
711,"409"
712,"387"
713,"355"
714,"352"
715,"346"
716,"331"
717,"369"
718,"367"
719,"345"
720,"403"
721,"357"
722,"356"
723,"345"
724,"368"
725,"330"
726,"376"
727,"372"
728,"360"
729,"350"
730,"351"
731,"361"
732,"328"
733,"381"
734,"342"
735,"328"
736,"360"
737,"369"
738,"407"
739,"364"
740,"398"
741,"421"
742,"422"
743,"392"
